reaction,server,converged,error,best_ts_method,branch,execution_time
rmg_rxn_65,Atlas,True,,autotst,gauss_trsh_cleanup,99986
rmg_rxn_175,Atlas,True,,heuristics,gauss_trsh_cleanup,15320
rmg_rxn_300,Atlas,True,,heuristics,gauss_trsh_cleanup,33544
rmg_rxn_7,Atlas,True,,heuristics,gauss_trsh_cleanup,10219
rmg_rxn_599,Atlas,True,,heuristics,gauss_trsh_cleanup,10001
rmg_rxn_523,Atlas,True,,heuristics,gauss_trsh_cleanup,32489
rmg_rxn_1149,Atlas,False,Could not determine likely TS conformer,,crest_nmd,12734
rmg_rxn_280,Atlas,True,,heuristics,gauss_trsh_cleanup,209483
rmg_rxn_24,Atlas,True,,heuristics,gauss_trsh_cleanup,207194
rmg_rxn_529,Atlas,True,,heuristics,gauss_trsh_cleanup,4324
rmg_rxn_1153,Atlas,True,,heuristics,crest_nmd,7634
rmg_rxn_80,Atlas,False,Could not determine likely TS conformer,,gauss_trsh_cleanup,5508
rmg_rxn_1344,Atlas,True,,heuristics,debug_statement,548560
rmg_rxn_53,Atlas,True,"Reactant or Product did not converge, but TS did",autotst,gauss_trsh_cleanup,50710
rmg_rxn_257,Atlas,True,,heuristics,gauss_trsh_cleanup,153157
rmg_rxn_641,Atlas,False,Could not determine likely TS conformer,,crest,49806
rmg_rxn_618,Atlas,True,,heuristics,gauss_trsh_cleanup,14327
rmg_rxn_1207,Atlas,False,No conformer was found to be isomorphic with the 2D graph representation,,crest_nmd,875938
rmg_rxn_29,Atlas,True,,heuristics,gauss_trsh_cleanup,7034
rmg_rxn_295,Atlas,False,Could not determine likely TS conformer,,gauss_trsh_cleanup,322624
rmg_rxn_282,Atlas,False,Could not determine likely TS conformer,,gauss_trsh_cleanup,16090
rmg_rxn_662,Atlas,True,,heuristics,crest,27360
rmg_rxn_182,Atlas,True,,heuristics,gauss_trsh_cleanup,5234
rmg_rxn_1174,Atlas,False,No conformer was found to be isomorphic with the 2D graph representation,,crest_nmd,64091
rmg_rxn_1134,Atlas,True,,autotst,crest_nmd,5778
rmg_rxn_231,Atlas,False,Could not determine likely TS conformer,,gauss_trsh_cleanup,203497
rmg_rxn_592,Atlas,True,,heuristics,gauss_trsh_cleanup,46201
rmg_rxn_508,Atlas,True,"Reactant or Product did not converge, but TS did",heuristics,gauss_trsh_cleanup,14380
rmg_rxn_288,Atlas,True,,heuristics,gauss_trsh_cleanup,142151
rmg_rxn_179,Atlas,True,,heuristics,gauss_trsh_cleanup,26626
rmg_rxn_61,Atlas,True,,heuristics,gauss_trsh_cleanup,37566
rmg_rxn_1210,Atlas,False,Could not determine likely TS conformer,,debug_statement,93399
rmg_rxn_343,Atlas,True,,heuristics,gauss_trsh_cleanup,11603
rmg_rxn_383,Atlas,True,"Reactant or Product did not converge, but TS did",heuristics,gauss_trsh_cleanup,40949
rmg_rxn_1137,Atlas,True,,autotst,crest_nmd,37036
rmg_rxn_200,Atlas,False,Could not determine likely TS conformer,,gauss_trsh_cleanup,40138
rmg_rxn_1162,Atlas,True,TS did not pass all checks,heuristics,crest_nmd,54076
rmg_rxn_12,Atlas,True,,heuristics,gauss_trsh_cleanup,49565
rmg_rxn_408,Atlas,False,Could not determine likely TS conformer,,gauss_trsh_cleanup,2488
rmg_rxn_1147,Atlas,True,,autotst,crest_nmd,4898
rmg_rxn_97,Atlas,True,,heuristics,gauss_trsh_cleanup,11246
rmg_rxn_187,Atlas,True,,heuristics,gauss_trsh_cleanup,32997
rmg_rxn_740,Atlas,False,Could not determine likely TS conformer,,crest,24449
rmg_rxn_1034,Atlas,False,Could not determine likely TS conformer,,crest,65163
rmg_rxn_1163,Atlas,True,,heuristics,crest_nmd,25544
rmg_rxn_194,Atlas,True,,heuristics,gauss_trsh_cleanup,23445
rmg_rxn_339,Atlas,True,,heuristics,gauss_trsh_cleanup,72739
rmg_rxn_352,Atlas,True,,heuristics,gauss_trsh_cleanup,112001
rmg_rxn_1346,Atlas,False,Could not determine likely TS conformer,,debug_statement,722282
rmg_rxn_349,Atlas,True,,heuristics,gauss_trsh_cleanup,46807
rmg_rxn_735,Atlas,False,Could not determine likely TS conformer,,crest,40180
rmg_rxn_736,Atlas,False,Could not determine likely TS conformer,,crest,51336
rmg_rxn_611,Atlas,True,,autotst,gauss_trsh_cleanup,33578
rmg_rxn_58,Atlas,True,,heuristics,gauss_trsh_cleanup,48106
rmg_rxn_236,Atlas,True,,heuristics,gauss_trsh_cleanup,47147
rmg_rxn_613,Atlas,False,No conformer was found to be isomorphic with the 2D graph representation,,gauss_trsh_cleanup,25745
rmg_rxn_335,Atlas,True,,heuristics,gauss_trsh_cleanup,68782
rmg_rxn_395,Atlas,True,"Reactant or Product did not converge, but TS did",autotst,gauss_trsh_cleanup,64247
rmg_rxn_347,Atlas,True,,heuristics,gauss_trsh_cleanup,42304
rmg_rxn_384,Atlas,True,"Reactant or Product did not converge, but TS did",heuristics,gauss_trsh_cleanup,20078
rmg_rxn_746,Atlas,False,Could not determine likely TS conformer,,crest,27344
rmg_rxn_13,Atlas,True,,heuristics,gauss_trsh_cleanup,5317
rmg_rxn_374,Atlas,True,"Reactant or Product did not converge, but TS did",heuristics,gauss_trsh_cleanup,61664
rmg_rxn_193,Atlas,True,,heuristics,gauss_trsh_cleanup,153315
rmg_rxn_1197,Atlas,False,No conformer was found to be isomorphic with the 2D graph representation,,crest_nmd,384196
rmg_rxn_220,Atlas,True,,autotst,gauss_trsh_cleanup,66442
rmg_rxn_643,Atlas,False,Could not determine likely TS conformer,,crest,88662
rmg_rxn_399,Atlas,False,Could not determine likely TS conformer,,gauss_trsh_cleanup,83778
rmg_rxn_1038,Atlas,False,Could not determine likely TS conformer,,crest,49958
rmg_rxn_207,Atlas,True,"Reactant or Product did not converge, but TS did",heuristics,gauss_trsh_cleanup,25869
rmg_rxn_229,Atlas,True,,heuristics,gauss_trsh_cleanup,89795
rmg_rxn_317,Atlas,True,,heuristics,gauss_trsh_cleanup,134079
rmg_rxn_46,Atlas,True,,heuristics,gauss_trsh_cleanup,19841
rmg_rxn_96,Atlas,True,,heuristics,gauss_trsh_cleanup,28783
rmg_rxn_1041,Atlas,False,Could not determine likely TS conformer,,crest,43186
rmg_rxn_52,Atlas,True,,heuristics,gauss_trsh_cleanup,11060
rmg_rxn_524,Atlas,True,,heuristics,gauss_trsh_cleanup,37265
rmg_rxn_1189,Atlas,False,No conformer was found to be isomorphic with the 2D graph representation,,crest_nmd,147528
rmg_rxn_32,Atlas,False,Could not determine likely TS conformer,,gauss_trsh_cleanup,114408
rmg_rxn_19,Atlas,True,,heuristics,gauss_trsh_cleanup,35698
rmg_rxn_173,Atlas,True,,heuristics,gauss_trsh_cleanup,16653
rmg_rxn_1202,Atlas,False,No conformer was found to be isomorphic with the 2D graph representation,,crest_nmd,614498
rmg_rxn_157,Atlas,True,,heuristics,gauss_trsh_cleanup,60162
rmg_rxn_391,Atlas,True,"Reactant or Product did not converge, but TS did",heuristics,gauss_trsh_cleanup,10158
rmg_rxn_1140,Atlas,False,Could not determine likely TS conformer,,crest_nmd,36558
rmg_rxn_169,Atlas,True,"Reactant or Product did not converge, but TS did",heuristics,gauss_trsh_cleanup,27269
rmg_rxn_63,Atlas,True,,heuristics,gauss_trsh_cleanup,62176
rmg_rxn_34,Atlas,True,,heuristics,gauss_trsh_cleanup,136405
rmg_rxn_49,Atlas,True,,autotst,gauss_trsh_cleanup,46930
rmg_rxn_253,Atlas,True,,autotst,gauss_trsh_cleanup,91378
rmg_rxn_4,Atlas,True,"Reactant or Product did not converge, but TS did",heuristics,gauss_trsh_cleanup,96956
rmg_rxn_1058,Atlas,False,Could not determine likely TS conformer,,crest_nmd,125881
rmg_rxn_172,Atlas,True,,heuristics,gauss_trsh_cleanup,16536
rmg_rxn_239,Atlas,True,,heuristics,gauss_trsh_cleanup,25395
rmg_rxn_745,Atlas,False,Could not determine likely TS conformer,,crest,25475
rmg_rxn_614,Atlas,True,,heuristics,gauss_trsh_cleanup,9747
rmg_rxn_158,Atlas,True,,heuristics,gauss_trsh_cleanup,58273
rmg_rxn_51,Atlas,True,,heuristics,gauss_trsh_cleanup,20916
rmg_rxn_36,Atlas,True,"Reactant or Product did not converge, but TS did",heuristics,gauss_trsh_cleanup,17915
rmg_rxn_198,Atlas,True,,heuristics,gauss_trsh_cleanup,35607
rmg_rxn_550,Atlas,True,"Reactant or Product did not converge, but TS did",heuristics,gauss_trsh_cleanup,18279
rmg_rxn_1161,Atlas,True,,heuristics,crest_nmd,7919
rmg_rxn_272,Atlas,True,,heuristics,gauss_trsh_cleanup,50659
rmg_rxn_505,Atlas,True,"Reactant or Product did not converge, but TS did",heuristics,gauss_trsh_cleanup,13184
rmg_rxn_338,Atlas,True,,heuristics,gauss_trsh_cleanup,69720
rmg_rxn_547,Atlas,False,Could not determine likely TS conformer,,gauss_trsh_cleanup,52525
rmg_rxn_675,Atlas,True,,heuristics,crest,26128
rmg_rxn_270,Atlas,True,"Reactant or Product did not converge, but TS did",autotst,gauss_trsh_cleanup,98238
rmg_rxn_1160,Atlas,True,,heuristics,crest_nmd,10650
rmg_rxn_1142,Atlas,True,,heuristics,crest_nmd,9748
rmg_rxn_685,Atlas,False,Could not determine likely TS conformer,,crest,61261
rmg_rxn_246,Atlas,True,,heuristics,gauss_trsh_cleanup,55820
rmg_rxn_39,Atlas,True,,heuristics,gauss_trsh_cleanup,35437
rmg_rxn_737,Atlas,False,Could not determine likely TS conformer,,crest,28716
rmg_rxn_527,Atlas,True,,heuristics,gauss_trsh_cleanup,101769
rmg_rxn_671,Atlas,True,,heuristics,crest,145830
rmg_rxn_389,Atlas,False,No conformer was found to be isomorphic with the 2D graph representation,,gauss_trsh_cleanup,38384
rmg_rxn_355,Atlas,True,,heuristics,gauss_trsh_cleanup,30229
rmg_rxn_62,Atlas,True,,heuristics,gauss_trsh_cleanup,40814
rmg_rxn_588,Atlas,True,,heuristics,gauss_trsh_cleanup,53610
rmg_rxn_767,Atlas,False,Could not determine likely TS conformer,,crest,13094
rmg_rxn_40,Atlas,True,,heuristics,gauss_trsh_cleanup,74990
rmg_rxn_326,Atlas,True,,heuristics,gauss_trsh_cleanup,44962
rmg_rxn_515,Atlas,False,Could not determine likely TS conformer,,gauss_trsh_cleanup,25439
rmg_rxn_304,Atlas,True,,heuristics,gauss_trsh_cleanup,225254
rmg_rxn_1157,Atlas,True,,heuristics,crest_nmd,26920
rmg_rxn_757,Atlas,False,Could not determine likely TS conformer,,crest,8056
rmg_rxn_402,Atlas,False,Could not determine likely TS conformer,,gauss_trsh_cleanup,105453
rmg_rxn_170,Atlas,False,Could not determine likely TS conformer,,gauss_trsh_cleanup,13039
rmg_rxn_660,Atlas,True,,heuristics,crest,34503
rmg_rxn_683,Atlas,True,,heuristics,crest,39614
rmg_rxn_55,Atlas,True,"Reactant or Product did not converge, but TS did",heuristics,gauss_trsh_cleanup,104871
rmg_rxn_209,Atlas,True,,heuristics,gauss_trsh_cleanup,71100
rmg_rxn_237,Atlas,True,,heuristics,gauss_trsh_cleanup,43184
rmg_rxn_225,Atlas,True,,heuristics,gauss_trsh_cleanup,62306
rmg_rxn_267,Atlas,True,,heuristics,gauss_trsh_cleanup,89421
rmg_rxn_89,Atlas,True,"Reactant or Product did not converge, but TS did",heuristics,gauss_trsh_cleanup,9046
rmg_rxn_235,Atlas,True,,heuristics,gauss_trsh_cleanup,33851
rmg_rxn_689,Atlas,True,,heuristics,crest,27821
rmg_rxn_647,Atlas,True,,heuristics,crest,17937
rmg_rxn_171,Atlas,True,,heuristics,gauss_trsh_cleanup,13039
rmg_rxn_1066,Atlas,True,,heuristics,crest_nmd,8066
rmg_rxn_213,Atlas,True,,heuristics,gauss_trsh_cleanup,48487
rmg_rxn_759,Atlas,False,Could not determine likely TS conformer,,crest,16369
rmg_rxn_16,Atlas,True,,heuristics,gauss_trsh_cleanup,15226
rmg_rxn_691,Atlas,True,,heuristics,crest,13979
rmg_rxn_1040,Atlas,False,Could not determine likely TS conformer,,crest,42635
rmg_rxn_238,Atlas,True,,heuristics,gauss_trsh_cleanup,55623
rmg_rxn_20,Atlas,True,,heuristics,gauss_trsh_cleanup,89941
rmg_rxn_219,Atlas,True,,heuristics,gauss_trsh_cleanup,15861
rmg_rxn_632,Atlas,True,,heuristics,gauss_trsh_cleanup,42407
rmg_rxn_56,Atlas,True,,heuristics,gauss_trsh_cleanup,20000
rmg_rxn_1150,Atlas,True,,heuristics,crest_nmd,8105
rmg_rxn_640,Atlas,True,,heuristics,crest,41937
rmg_rxn_1067,Atlas,False,Could not determine likely TS conformer,,crest_nmd,264867
rmg_rxn_47,Atlas,True,,heuristics,gauss_trsh_cleanup,38751
rmg_rxn_6,Atlas,True,"Reactant or Product did not converge, but TS did",heuristics,gauss_trsh_cleanup,25412
rmg_rxn_387,Atlas,True,"Reactant or Product did not converge, but TS did",autotst,gauss_trsh_cleanup,13417
rmg_rxn_657,Atlas,True,,heuristics,crest,25749
rmg_rxn_1206,Atlas,False,No conformer was found to be isomorphic with the 2D graph representation,,crest_nmd,1220906
rmg_rxn_525,Atlas,True,,heuristics,gauss_trsh_cleanup,28522
rmg_rxn_761,Atlas,False,Could not determine likely TS conformer,,crest,7017
rmg_rxn_628,Atlas,True,,heuristics,gauss_trsh_cleanup,43834
rmg_rxn_233,Atlas,True,,heuristics,gauss_trsh_cleanup,37622
rmg_rxn_180,Atlas,True,,heuristics,gauss_trsh_cleanup,47732
rmg_rxn_258,Atlas,True,,heuristics,gauss_trsh_cleanup,60384
rmg_rxn_539,Atlas,True,,heuristics,gauss_trsh_cleanup,14315
rmg_rxn_35,Atlas,True,,heuristics,gauss_trsh_cleanup,18228
rmg_rxn_405,Atlas,False,Could not determine likely TS conformer,,gauss_trsh_cleanup,79255
rmg_rxn_649,Atlas,False,Could not determine likely TS conformer,,crest,26433
rmg_rxn_371,Atlas,True,"Reactant or Product did not converge, but TS did",heuristics,gauss_trsh_cleanup,30651
rmg_rxn_499,Atlas,True,"Reactant or Product did not converge, but TS did",heuristics,gauss_trsh_cleanup,27002
rmg_rxn_1146,Atlas,True,,heuristics,crest_nmd,2485
rmg_rxn_323,Atlas,True,,heuristics,gauss_trsh_cleanup,71905
rmg_rxn_362,Atlas,False,Could not determine likely TS conformer,,gauss_trsh_cleanup,68370
rmg_rxn_307,Atlas,True,,heuristics,gauss_trsh_cleanup,25211
rmg_rxn_1199,Atlas,False,No conformer was found to be isomorphic with the 2D graph representation,,crest_nmd,275383
rmg_rxn_511,Atlas,True,"Reactant or Product did not converge, but TS did",heuristics,gauss_trsh_cleanup,23452
rmg_rxn_688,Atlas,True,"Reactant or Product did not converge, but TS did",heuristics,crest,21005
rmg_rxn_353,Atlas,False,Could not determine likely TS conformer,,gauss_trsh_cleanup,2797
rmg_rxn_677,Atlas,True,,heuristics,crest,7341
rmg_rxn_388,Atlas,True,"Reactant or Product did not converge, but TS did",heuristics,gauss_trsh_cleanup,10842
rmg_rxn_373,Atlas,False,No conformer was found to be isomorphic with the 2D graph representation,,gauss_trsh_cleanup,65882
rmg_rxn_48,Atlas,True,,heuristics,gauss_trsh_cleanup,37956
rmg_rxn_30,Atlas,True,,heuristics,gauss_trsh_cleanup,19985
rmg_rxn_211,Atlas,False,Could not determine likely TS conformer,,gauss_trsh_cleanup,221182
rmg_rxn_271,Atlas,True,,heuristics,gauss_trsh_cleanup,11265
rmg_rxn_530,Atlas,True,,heuristics,gauss_trsh_cleanup,35786
rmg_rxn_156,Atlas,True,,heuristics,gauss_trsh_cleanup,79974
rmg_rxn_1212,Atlas,False,Could not determine likely TS conformer,,debug_statement,52168
rmg_rxn_392,Atlas,True,"Reactant or Product did not converge, but TS did",heuristics,gauss_trsh_cleanup,46068
rmg_rxn_365,Atlas,False,Could not determine likely TS conformer,,gauss_trsh_cleanup,21197
rmg_rxn_1221,Atlas,False,No conformer was found to be isomorphic with the 2D graph representation,,debug_statement,36829
rmg_rxn_26,Atlas,True,,heuristics,gauss_trsh_cleanup,14107
rmg_rxn_292,Atlas,True,,heuristics,gauss_trsh_cleanup,90990
rmg_rxn_1051,Atlas,False,Could not determine likely TS conformer,,crest_nmd,11225
rmg_rxn_587,Atlas,True,,heuristics,gauss_trsh_cleanup,18486
rmg_rxn_378,Atlas,False,No conformer was found to be isomorphic with the 2D graph representation,,gauss_trsh_cleanup,40519
rmg_rxn_368,Atlas,True,,heuristics,gauss_trsh_cleanup,18463
rmg_rxn_230,Atlas,True,,heuristics,gauss_trsh_cleanup,49596
rmg_rxn_197,Atlas,True,,heuristics,gauss_trsh_cleanup,32345
rmg_rxn_1144,Atlas,False,Could not determine likely TS conformer,,crest_nmd,189954
rmg_rxn_682,Atlas,True,,autotst,crest,370897
rmg_rxn_342,Atlas,True,,heuristics,gauss_trsh_cleanup,38677
rmg_rxn_379,Atlas,True,"Reactant or Product did not converge, but TS did",heuristics,gauss_trsh_cleanup,21023
rmg_rxn_676,Atlas,True,,heuristics,crest,32041
rmg_rxn_268,Atlas,True,,autotst,gauss_trsh_cleanup,207338
rmg_rxn_177,Atlas,True,,heuristics,gauss_trsh_cleanup,18507
rmg_rxn_544,Atlas,False,Could not determine likely TS conformer,,gauss_trsh_cleanup,108135
rmg_rxn_234,Atlas,True,,heuristics,gauss_trsh_cleanup,67292
rmg_rxn_1129,Atlas,True,,heuristics,crest_nmd,6761
rmg_rxn_212,Atlas,True,,heuristics,gauss_trsh_cleanup,39702
rmg_rxn_1167,Atlas,False,Could not determine likely TS conformer,,crest_nmd,10052
rmg_rxn_273,Atlas,True,,heuristics,gauss_trsh_cleanup,44227
rmg_rxn_605,Atlas,True,,heuristics,gauss_trsh_cleanup,16686
rmg_rxn_23,Atlas,True,,heuristics,gauss_trsh_cleanup,33922
rmg_rxn_303,Atlas,True,,heuristics,gauss_trsh_cleanup,267478
rmg_rxn_528,Atlas,True,,heuristics,gauss_trsh_cleanup,26300
rmg_rxn_1042,Atlas,False,Could not determine likely TS conformer,,crest_nmd,8285
rmg_rxn_382,Atlas,True,"Reactant or Product did not converge, but TS did",heuristics,gauss_trsh_cleanup,32426
rmg_rxn_290,Atlas,True,,heuristics,gauss_trsh_cleanup,96523
rmg_rxn_1203,Atlas,False,No conformer was found to be isomorphic with the 2D graph representation,,crest_nmd,241014
rmg_rxn_754,Atlas,False,Could not determine likely TS conformer,,crest,10365
rmg_rxn_274,Atlas,False,Could not determine likely TS conformer,,gauss_trsh_cleanup,211867
rmg_rxn_1036,Atlas,False,Could not determine likely TS conformer,,crest,85069
rmg_rxn_424,Atlas,False,Could not determine likely TS conformer,,gauss_trsh_cleanup,35958
rmg_rxn_531,Atlas,True,,heuristics,gauss_trsh_cleanup,35453
rmg_rxn_520,Atlas,True,,heuristics,gauss_trsh_cleanup,16126
rmg_rxn_1060,Atlas,False,Could not determine likely TS conformer,,crest_nmd,15913
rmg_rxn_742,Atlas,False,Could not determine likely TS conformer,,crest,35653
rmg_rxn_376,Atlas,True,"Reactant or Product did not converge, but TS did",heuristics,gauss_trsh_cleanup,118066
rmg_rxn_1152,Atlas,True,,heuristics,crest_nmd,26006
rmg_rxn_513,Atlas,True,"Reactant or Product did not converge, but TS did",heuristics,gauss_trsh_cleanup,8608
rmg_rxn_1043,Atlas,False,Could not determine likely TS conformer,,crest_nmd,360959
rmg_rxn_1191,Atlas,False,No conformer was found to be isomorphic with the 2D graph representation,,crest_nmd,564804
rmg_rxn_380,Atlas,False,No conformer was found to be isomorphic with the 2D graph representation,,gauss_trsh_cleanup,10411
rmg_rxn_77,Atlas,False,Could not determine likely TS conformer,,gauss_trsh_cleanup,3093
rmg_rxn_1125,Atlas,False,Could not determine likely TS conformer,,crest_nmd,81709
rmg_rxn_14,Atlas,True,"Reactant or Product did not converge, but TS did",heuristics,gauss_trsh_cleanup,31113
rmg_rxn_1195,Atlas,False,No conformer was found to be isomorphic with the 2D graph representation,,crest_nmd,8917
rmg_rxn_639,Atlas,False,Could not determine likely TS conformer,,crest,75483
rmg_rxn_410,Atlas,False,Could not determine likely TS conformer,,gauss_trsh_cleanup,74521
rmg_rxn_82,Atlas,False,Could not determine likely TS conformer,,gauss_trsh_cleanup,41428
rmg_rxn_336,Atlas,True,,heuristics,gauss_trsh_cleanup,50746
rmg_rxn_1063,Atlas,False,Could not determine likely TS conformer,,crest_nmd,86589
rmg_rxn_50,Atlas,True,,heuristics,gauss_trsh_cleanup,25815
rmg_rxn_669,Atlas,True,,heuristics,crest,84749
rmg_rxn_1054,Atlas,True,,heuristics,crest_nmd,158699
rmg_rxn_1154,Atlas,True,,heuristics,crest_nmd,16012
rmg_rxn_275,Atlas,True,,heuristics,gauss_trsh_cleanup,152440
rmg_rxn_45,Atlas,True,,heuristics,gauss_trsh_cleanup,21718
rmg_rxn_252,Atlas,True,,heuristics,gauss_trsh_cleanup,187752
rmg_rxn_633,Atlas,True,,heuristics,gauss_trsh_cleanup,36157
rmg_rxn_1046,Atlas,False,Could not determine likely TS conformer,,crest_nmd,65743
rmg_rxn_1156,Atlas,True,,autotst,crest_nmd,92744
rmg_rxn_17,Atlas,False,Could not determine likely TS conformer,,gauss_trsh_cleanup,63407
rmg_rxn_390,Atlas,True,"Reactant or Product did not converge, but TS did",heuristics,gauss_trsh_cleanup,23338
rmg_rxn_1151,Atlas,False,Could not determine likely TS conformer,,crest_nmd,15969
rmg_rxn_665,Atlas,True,,heuristics,crest,93424
rmg_rxn_372,Atlas,False,No conformer was found to be isomorphic with the 2D graph representation,,gauss_trsh_cleanup,43576
rmg_rxn_367,Atlas,False,Could not determine likely TS conformer,,gauss_trsh_cleanup,28223
rmg_rxn_758,Atlas,False,Could not determine likely TS conformer,,crest,32014
rmg_rxn_514,Atlas,False,No conformer was found to be isomorphic with the 2D graph representation,,gauss_trsh_cleanup,11056
rmg_rxn_240,Atlas,True,,heuristics,gauss_trsh_cleanup,21525
rmg_rxn_296,Atlas,True,,heuristics,gauss_trsh_cleanup,92920
rmg_rxn_218,Atlas,True,,heuristics,gauss_trsh_cleanup,45690
rmg_rxn_94,Atlas,True,,heuristics,gauss_trsh_cleanup,20181
rmg_rxn_1209,Atlas,False,Could not determine likely TS conformer,,debug_statement,40798
rmg_rxn_507,Atlas,True,"Reactant or Product did not converge, but TS did",heuristics,gauss_trsh_cleanup,8270
rmg_rxn_3,Atlas,True,"Reactant or Product did not converge, but TS did",heuristics,gauss_trsh_cleanup,24048
rmg_rxn_1198,Atlas,False,No conformer was found to be isomorphic with the 2D graph representation,,crest_nmd,381039
rmg_rxn_31,Atlas,True,,heuristics,gauss_trsh_cleanup,22192
rmg_rxn_586,Atlas,True,,heuristics,gauss_trsh_cleanup,23351
rmg_rxn_634,Atlas,True,,heuristics,gauss_trsh_cleanup,71024
rmg_rxn_59,Atlas,True,,heuristics,gauss_trsh_cleanup,249236
rmg_rxn_297,Atlas,False,Could not determine likely TS conformer,,gauss_trsh_cleanup,101515
rmg_rxn_320,Atlas,True,,heuristics,gauss_trsh_cleanup,154127
rmg_rxn_43,Atlas,True,,heuristics,gauss_trsh_cleanup,26876
rmg_rxn_350,Atlas,True,,heuristics,gauss_trsh_cleanup,35319
rmg_rxn_1204,Atlas,False,Could not determine likely TS conformer,,crest_nmd,806691
rmg_rxn_22,Atlas,True,,heuristics,gauss_trsh_cleanup,15236
rmg_rxn_375,Atlas,False,No conformer was found to be isomorphic with the 2D graph representation,,gauss_trsh_cleanup,179747
rmg_rxn_1357,Atlas,False,Could not determine likely TS conformer,,(HEAD detached at 7b8e561d),73214
rmg_rxn_733,Atlas,False,Could not determine likely TS conformer,,crest,29660
rmg_rxn_666,Atlas,True,,heuristics,crest,106641
rmg_rxn_1201,Atlas,False,No conformer was found to be isomorphic with the 2D graph representation,,crest_nmd,985321
rmg_rxn_176,Atlas,True,,heuristics,gauss_trsh_cleanup,38676
rmg_rxn_301,Atlas,True,,heuristics,gauss_trsh_cleanup,19132
rmg_rxn_37,Atlas,True,,heuristics,gauss_trsh_cleanup,54691
rmg_rxn_340,Atlas,True,,heuristics,gauss_trsh_cleanup,65120
rmg_rxn_345,Atlas,True,,heuristics,gauss_trsh_cleanup,21214
rmg_rxn_354,Atlas,True,,heuristics,gauss_trsh_cleanup,29946
rmg_rxn_192,Atlas,True,,heuristics,gauss_trsh_cleanup,51274
rmg_rxn_337,Atlas,True,,heuristics,gauss_trsh_cleanup,47165
rmg_rxn_769,Atlas,False,Could not determine likely TS conformer,,crest,29059
rmg_rxn_217,Atlas,True,,heuristics,gauss_trsh_cleanup,46260
rmg_rxn_747,Atlas,False,Could not determine likely TS conformer,,crest,31081
rmg_rxn_28,Atlas,True,"Reactant or Product did not converge, but TS did",heuristics,gauss_trsh_cleanup,158762
rmg_rxn_159,Atlas,True,,heuristics,gauss_trsh_cleanup,26955
rmg_rxn_744,Atlas,False,Could not determine likely TS conformer,,crest,40218
rmg_rxn_78,Atlas,False,Could not determine likely TS conformer,,gauss_trsh_cleanup,4304
rmg_rxn_755,Atlas,False,Could not determine likely TS conformer,,crest,7936
rmg_rxn_519,Atlas,True,,heuristics,gauss_trsh_cleanup,46761
rmg_rxn_739,Atlas,False,Could not determine likely TS conformer,,crest,37518
rmg_rxn_293,Atlas,True,"Reactant or Product did not converge, but TS did",heuristics,gauss_trsh_cleanup,21578
rmg_rxn_653,Atlas,True,,heuristics,crest,41399
rmg_rxn_195,Atlas,True,,heuristics,gauss_trsh_cleanup,58800
rmg_rxn_27,Atlas,True,,heuristics,gauss_trsh_cleanup,201323
rmg_rxn_1148,Atlas,True,,heuristics,crest_nmd,6144
rmg_rxn_541,Atlas,True,,heuristics,gauss_trsh_cleanup,18891
rmg_rxn_417,Atlas,True,,heuristics,gauss_trsh_cleanup,3705
rmg_rxn_250,Atlas,False,Could not determine likely TS conformer,,gauss_trsh_cleanup,52759
rmg_rxn_278,Atlas,True,,heuristics,gauss_trsh_cleanup,55837
rmg_rxn_214,Atlas,True,,heuristics,gauss_trsh_cleanup,48333
rmg_rxn_500,Atlas,True,"Reactant or Product did not converge, but TS did",heuristics,gauss_trsh_cleanup,21714
rmg_rxn_8,Atlas,True,,heuristics,gauss_trsh_cleanup,43228
rmg_rxn_98,Atlas,True,,heuristics,gauss_trsh_cleanup,9513
rmg_rxn_543,Atlas,True,,heuristics,gauss_trsh_cleanup,86632
rmg_rxn_298,Atlas,False,Could not determine likely TS conformer,,gauss_trsh_cleanup,66565
rmg_rxn_1032,Atlas,False,Could not determine likely TS conformer,,crest,58483
rmg_rxn_324,Atlas,True,,heuristics,gauss_trsh_cleanup,29774
rmg_rxn_422,Atlas,False,Could not determine likely TS conformer,,gauss_trsh_cleanup,21007
rmg_rxn_54,Atlas,True,,heuristics,gauss_trsh_cleanup,77608
rmg_rxn_1175,Atlas,False,No conformer was found to be isomorphic with the 2D graph representation,,crest_nmd,34567
rmg_rxn_21,Atlas,True,"Reactant or Product did not converge, but TS did",heuristics,gauss_trsh_cleanup,10764
rmg_rxn_260,Atlas,True,,heuristics,gauss_trsh_cleanup,9420
rmg_rxn_312,Atlas,True,,heuristics,gauss_trsh_cleanup,20075
rmg_rxn_64,Atlas,True,,autotst,gauss_trsh_cleanup,77181
rmg_rxn_1192,Atlas,False,No conformer was found to be isomorphic with the 2D graph representation,,crest_nmd,1110830
rmg_rxn_526,Atlas,True,,heuristics,gauss_trsh_cleanup,31409
rmg_rxn_1069,Atlas,False,Could not determine likely TS conformer,,crest_nmd,257910
rmg_rxn_15,Atlas,True,"Reactant or Product did not converge, but TS did",heuristics,gauss_trsh_cleanup,26577
rmg_rxn_208,Atlas,True,,heuristics,gauss_trsh_cleanup,23593
rmg_rxn_259,Atlas,True,,heuristics,gauss_trsh_cleanup,613972
