reaction,server_x,reactant1,reactant2,no_of_carbon,no_of_nitrogen,no_of_oxygen,aromatic_exist,no_of_sgbonds,no_of_dbbonds,no_of_tpbonds,server_y,converged,error,best_ts_method,branch,execution_time
rmg_rxn_671,Atlas,[CH2]CN=O,CCCOC,6,1,2,False,6,1,0,Atlas,True,,heuristics,crest,145830.0
rmg_rxn_389,Atlas,CC[O],CC[NH],4,1,1,False,4,0,0,Atlas,False,No conformer was found to be isomorphic with the 2D graph representation,,gauss_trsh_cleanup,38384.0
rmg_rxn_355,Atlas,[CH]=CC,CCSCC,7,0,0,False,5,1,0,Atlas,True,,heuristics,gauss_trsh_cleanup,30229.0
rmg_rxn_62,Atlas,[CH2]CSCC,CCSCC,8,0,0,False,8,0,0,Atlas,True,,heuristics,gauss_trsh_cleanup,40814.0
rmg_rxn_588,Atlas,CN=O,C[CH]COCC,6,1,2,False,6,1,0,Atlas,True,,heuristics,gauss_trsh_cleanup,53610.0
rmg_rxn_767,Atlas,[C]#N,CN=O,2,2,1,False,1,1,1,Atlas,False,Could not determine likely TS conformer,,crest,13094.0
rmg_rxn_40,Atlas,CCS,[CH]1OCCCO1,6,0,2,False,8,0,0,Atlas,True,,heuristics,gauss_trsh_cleanup,74990.0
rmg_rxn_326,Atlas,C[CH]CC,CCCOCC,9,0,1,False,8,0,0,Atlas,True,,heuristics,gauss_trsh_cleanup,44962.0
rmg_rxn_515,Atlas,[O]O,[CH2]CC,3,0,2,False,3,0,0,Atlas,False,Could not determine likely TS conformer,,gauss_trsh_cleanup,25439.0
rmg_rxn_304,Atlas,CCC[O],CCSCC,7,0,1,False,7,0,0,Atlas,True,,heuristics,gauss_trsh_cleanup,225254.0
rmg_rxn_1157,Atlas,[O],CCCOCC,5,0,2,False,5,0,0,Atlas,True,,heuristics,crest_nmd,26920.0
rmg_rxn_757,Atlas,[C]#N,CC=NO,3,2,1,False,2,1,1,Atlas,False,Could not determine likely TS conformer,,crest,8056.0
rmg_rxn_402,Atlas,[O]O,C[CH]OCCC,5,0,3,False,6,0,0,Atlas,False,Could not determine likely TS conformer,,gauss_trsh_cleanup,105453.0
rmg_rxn_170,Atlas,[NH]N,[CH2]CN=O,2,3,1,False,3,1,0,Atlas,False,Could not determine likely TS conformer,,gauss_trsh_cleanup,13039.0
rmg_rxn_660,Atlas,[CH2]OCCC,CCCOCC,9,0,2,False,9,0,0,Atlas,True,,heuristics,crest,34503.0
rmg_rxn_683,Atlas,[CH]=CC,CCCOC,7,0,1,False,5,1,0,Atlas,True,,heuristics,crest,39614.0
rmg_rxn_55,Atlas,[CH]CC,CCSCC,7,0,0,False,6,0,0,Atlas,True,"Reactant or Product did not converge, but TS did",heuristics,gauss_trsh_cleanup,104871.0
rmg_rxn_209,Atlas,CC[NH],C[CH]COCC,7,1,1,False,7,0,0,Atlas,True,,heuristics,gauss_trsh_cleanup,71100.0
rmg_rxn_237,Atlas,C1COCOC1,[CH2]CCOCC,9,0,3,False,11,0,0,Atlas,True,,heuristics,gauss_trsh_cleanup,43184.0
rmg_rxn_225,Atlas,[CH2]CN=O,CCCOCC,7,1,2,False,7,1,0,Atlas,True,,heuristics,gauss_trsh_cleanup,62306.0
rmg_rxn_267,Atlas,[CH]1COCOC1,C1COCOC1,8,0,4,False,12,0,0,Atlas,True,,heuristics,gauss_trsh_cleanup,89421.0
rmg_rxn_89,Atlas,CC#N,[CH]CC,5,1,0,False,3,0,1,Atlas,True,"Reactant or Product did not converge, but TS did",heuristics,gauss_trsh_cleanup,9046.0
rmg_rxn_235,Atlas,CCCC,[CH2]CCOCC,9,0,1,False,8,0,0,Atlas,True,,heuristics,gauss_trsh_cleanup,33851.0
rmg_rxn_689,Atlas,CSCC,[CH2]OCCC,7,0,1,False,7,0,0,Atlas,True,,heuristics,crest,27821.0
rmg_rxn_647,Atlas,[CH]=CC,CCOCC,7,0,1,False,5,1,0,Atlas,True,,heuristics,crest,17937.0
rmg_rxn_171,Atlas,[CH2]CN=O,CC[NH],4,2,1,False,4,1,0,Atlas,True,,heuristics,gauss_trsh_cleanup,13039.0
rmg_rxn_1066,Atlas,[N-]=[NH2+],[CH2]N=O,1,3,1,False,1,2,0,Atlas,True,,heuristics,crest_nmd,8066.0
rmg_rxn_213,Atlas,CCN=O,C[CH]COCC,7,1,2,False,7,1,0,Atlas,True,,heuristics,gauss_trsh_cleanup,48487.0
rmg_rxn_759,Atlas,[C]#N,C=CC,4,1,0,False,1,1,1,Atlas,False,Could not determine likely TS conformer,,crest,16369.0
rmg_rxn_16,Atlas,[NH]N,[CH2]CSCC,4,2,0,False,5,0,0,Atlas,True,,heuristics,gauss_trsh_cleanup,15226.0
rmg_rxn_691,Atlas,CN=O,[CH2]OCCC,5,1,2,False,5,1,0,Atlas,True,,heuristics,crest,13979.0
rmg_rxn_1040,Atlas,[N-]=[NH2+],[CH]1CCOCO1,4,2,2,False,6,1,0,Atlas,False,Could not determine likely TS conformer,,crest,42635.0
rmg_rxn_238,Atlas,CCSCC,[CH2]CCOCC,9,0,1,False,9,0,0,Atlas,True,,heuristics,gauss_trsh_cleanup,55623.0
rmg_rxn_20,Atlas,CCN=O,[CH2]CSCC,6,1,1,False,6,1,0,Atlas,True,,heuristics,gauss_trsh_cleanup,89941.0
rmg_rxn_219,Atlas,S,C[CH]COCC,5,0,1,False,5,0,0,Atlas,True,,heuristics,gauss_trsh_cleanup,15861.0
rmg_rxn_632,Atlas,[CH2]COCC,CCSCC,8,0,1,False,8,0,0,Atlas,True,,heuristics,gauss_trsh_cleanup,42407.0
rmg_rxn_56,Atlas,[NH]N,CCS[CH]C,4,2,0,False,5,0,0,Atlas,True,,heuristics,gauss_trsh_cleanup,20000.0
rmg_rxn_1150,Atlas,[O],[O-][N+](=N)C,1,2,2,False,2,1,0,Atlas,True,,heuristics,crest_nmd,8105.0
rmg_rxn_640,Atlas,CC[NH],[CH2]COCC,6,1,1,False,6,0,0,Atlas,True,,heuristics,crest,41937.0
rmg_rxn_1067,Atlas,[N-]=[NH2+],[CH2]COCC,4,2,1,False,4,1,0,Atlas,False,Could not determine likely TS conformer,,crest_nmd,264867.0
rmg_rxn_47,Atlas,CC=NO,[CH]1OCCCO1,6,1,3,False,8,1,0,Atlas,True,,heuristics,gauss_trsh_cleanup,38751.0
rmg_rxn_6,Atlas,CCN=O,[CH]CC,5,1,1,False,4,1,0,Atlas,True,"Reactant or Product did not converge, but TS did",heuristics,gauss_trsh_cleanup,25412.0
rmg_rxn_387,Atlas,CC#N,CC[O],4,1,1,False,3,0,1,Atlas,True,"Reactant or Product did not converge, but TS did",autotst,gauss_trsh_cleanup,13417.0
rmg_rxn_657,Atlas,C[CH]CC,CCCOC,8,0,1,False,7,0,0,Atlas,True,,heuristics,crest,25749.0
rmg_rxn_1206,Atlas,ON=O,[CH2]CCOCC,5,1,3,False,6,1,0,Atlas,False,No conformer was found to be isomorphic with the 2D graph representation,,crest_nmd,1220906.0
rmg_rxn_525,Atlas,CSCC,[CH2]COCCC,8,0,1,False,8,0,0,Atlas,True,,heuristics,gauss_trsh_cleanup,28522.0
rmg_rxn_761,Atlas,[O]O,[C]#N,1,1,2,False,1,0,1,Atlas,False,Could not determine likely TS conformer,,crest,7017.0
rmg_rxn_628,Atlas,C1COCOC1,[CH2]COCC,8,0,3,False,10,0,0,Atlas,True,,heuristics,gauss_trsh_cleanup,43834.0
rmg_rxn_233,Atlas,CCN=O,[CH2]CCOCC,7,1,2,False,7,1,0,Atlas,True,,heuristics,gauss_trsh_cleanup,37622.0
rmg_rxn_180,Atlas,[CH2]CN=O,CCSCC,6,1,1,False,6,1,0,Atlas,True,,heuristics,gauss_trsh_cleanup,47732.0
rmg_rxn_258,Atlas,[CH]1OCCCO1,C1COCOC1,8,0,4,False,12,0,0,Atlas,True,,heuristics,gauss_trsh_cleanup,60384.0
rmg_rxn_539,Atlas,[NH]N,[CH2]SCC,3,2,0,False,4,0,0,Atlas,True,,heuristics,gauss_trsh_cleanup,14315.0
rmg_rxn_35,Atlas,[CH2]CCC,CCCC,8,0,0,False,6,0,0,Atlas,True,,heuristics,gauss_trsh_cleanup,18228.0
rmg_rxn_405,Atlas,[O]O,[CH]1COCOC1,4,0,4,False,7,0,0,Atlas,False,Could not determine likely TS conformer,,gauss_trsh_cleanup,79255.0
rmg_rxn_649,Atlas,[O]O,[CH2]COCC,4,0,3,False,5,0,0,Atlas,False,Could not determine likely TS conformer,,crest,26433.0
rmg_rxn_371,Atlas,CC[O],CCCC,6,0,1,False,5,0,0,Atlas,True,"Reactant or Product did not converge, but TS did",heuristics,gauss_trsh_cleanup,30651.0
rmg_rxn_499,Atlas,[CH2]CC,CCSCC,7,0,0,False,6,0,0,Atlas,True,"Reactant or Product did not converge, but TS did",heuristics,gauss_trsh_cleanup,27002.0
rmg_rxn_1146,Atlas,[O],S,0,0,1,False,0,0,0,Atlas,True,,heuristics,crest_nmd,2485.0
rmg_rxn_323,Atlas,CC=NO,CC[CH]OCC,7,1,2,False,7,1,0,Atlas,True,,heuristics,gauss_trsh_cleanup,71905.0
rmg_rxn_362,Atlas,CC[NH],[CH]=CC,5,1,0,False,3,1,0,Atlas,False,Could not determine likely TS conformer,,gauss_trsh_cleanup,68370.0
rmg_rxn_307,Atlas,CC#N,CCC[O],5,1,1,False,4,0,1,Atlas,True,,heuristics,gauss_trsh_cleanup,25211.0
rmg_rxn_1199,Atlas,ON=O,[O-][N+](=[N])C,1,3,3,False,3,2,0,Atlas,False,No conformer was found to be isomorphic with the 2D graph representation,,crest_nmd,275383.0
rmg_rxn_511,Atlas,CC=NO,[CH2]CC,5,1,1,False,4,1,0,Atlas,True,"Reactant or Product did not converge, but TS did",heuristics,gauss_trsh_cleanup,23452.0
rmg_rxn_688,Atlas,[CH2]CC,CCCOC,7,0,1,False,6,0,0,Atlas,True,"Reactant or Product did not converge, but TS did",heuristics,crest,21005.0
rmg_rxn_353,Atlas,[SH],C=CC,3,0,0,False,1,1,0,Atlas,False,Could not determine likely TS conformer,,gauss_trsh_cleanup,2797.0
rmg_rxn_677,Atlas,[NH]N,[CH2]OCCC,4,2,1,False,5,0,0,Atlas,True,,heuristics,crest,7341.0
rmg_rxn_388,Atlas,CC[O],CC#CC,6,0,1,False,4,0,1,Atlas,True,"Reactant or Product did not converge, but TS did",heuristics,gauss_trsh_cleanup,10842.0
rmg_rxn_373,Atlas,CC[O],CCCOCC,7,0,2,False,7,0,0,Atlas,False,No conformer was found to be isomorphic with the 2D graph representation,,gauss_trsh_cleanup,65882.0
rmg_rxn_48,Atlas,CC=NO,[CH2]CSCC,6,1,1,False,6,1,0,Atlas,True,,heuristics,gauss_trsh_cleanup,37956.0
rmg_rxn_30,Atlas,CC[NH],[CH2]CCC,6,1,0,False,5,0,0,Atlas,True,,heuristics,gauss_trsh_cleanup,19985.0
rmg_rxn_211,Atlas,CCS,C[CH]COCC,7,0,1,False,7,0,0,Atlas,False,Could not determine likely TS conformer,,gauss_trsh_cleanup,221182.0
rmg_rxn_271,Atlas,[NH]N,C[CH]OCCC,5,2,1,False,6,0,0,Atlas,True,,heuristics,gauss_trsh_cleanup,11265.0
rmg_rxn_530,Atlas,[CH2]SCC,CCSCC,7,0,0,False,7,0,0,Atlas,True,,heuristics,gauss_trsh_cleanup,35786.0
rmg_rxn_156,Atlas,CC=NO,[CH2]COCCC,7,1,2,False,7,1,0,Atlas,True,,heuristics,gauss_trsh_cleanup,79974.0
rmg_rxn_1212,Atlas,ON=O,[CH]=CC,3,1,2,False,2,2,0,Atlas,False,Could not determine likely TS conformer,,debug_statement,52168.0
rmg_rxn_392,Atlas,CC[O],CCS,4,0,1,False,4,0,0,Atlas,True,"Reactant or Product did not converge, but TS did",heuristics,gauss_trsh_cleanup,46068.0
rmg_rxn_365,Atlas,CCS,[CH]=CC,5,0,0,False,3,1,0,Atlas,False,Could not determine likely TS conformer,,gauss_trsh_cleanup,21197.0
rmg_rxn_1221,Atlas,[O],ON=O,0,1,3,False,1,1,0,Atlas,False,No conformer was found to be isomorphic with the 2D graph representation,,debug_statement,36829.0
rmg_rxn_26,Atlas,CCN=O,C[CH]CC,6,1,1,False,5,1,0,Atlas,True,,heuristics,gauss_trsh_cleanup,14107.0
rmg_rxn_292,Atlas,C1COCOC1,C[CH]OCCC,9,0,3,False,11,0,0,Atlas,True,,heuristics,gauss_trsh_cleanup,90990.0
rmg_rxn_1051,Atlas,[N-]=[NH2+],CC[N],2,3,0,False,2,1,0,Atlas,False,Could not determine likely TS conformer,,crest_nmd,11225.0
rmg_rxn_587,Atlas,CN=O,[CH2]CCC,5,1,1,False,4,1,0,Atlas,True,,heuristics,gauss_trsh_cleanup,18486.0
rmg_rxn_378,Atlas,CC[O],C1COCOC1,6,0,3,False,8,0,0,Atlas,False,No conformer was found to be isomorphic with the 2D graph representation,,gauss_trsh_cleanup,40519.0
rmg_rxn_368,Atlas,[CH]=CC,CCCO,6,0,1,False,4,1,0,Atlas,True,,heuristics,gauss_trsh_cleanup,18463.0
rmg_rxn_230,Atlas,CC#CC,[CH2]CCOCC,9,0,1,False,7,0,1,Atlas,True,,heuristics,gauss_trsh_cleanup,49596.0
rmg_rxn_197,Atlas,C1COCOC1,[CH2]CCC,8,0,2,False,9,0,0,Atlas,True,,heuristics,gauss_trsh_cleanup,32345.0
rmg_rxn_1144,Atlas,[O],CCSCC,4,0,1,False,4,0,0,Atlas,False,Could not determine likely TS conformer,,crest_nmd,189954.0
rmg_rxn_682,Atlas,CCC[O],CCCOC,7,0,2,False,7,0,0,Atlas,True,,autotst,crest,370897.0
rmg_rxn_342,Atlas,CCC[O],CCCOCC,8,0,2,False,8,0,0,Atlas,True,,heuristics,gauss_trsh_cleanup,38677.0
rmg_rxn_379,Atlas,CC[O],C1COCOC1,6,0,3,False,8,0,0,Atlas,True,"Reactant or Product did not converge, but TS did",heuristics,gauss_trsh_cleanup,21023.0
rmg_rxn_676,Atlas,CC[NH],[CH2]OCCC,6,1,1,False,6,0,0,Atlas,True,,heuristics,crest,32041.0
rmg_rxn_268,Atlas,C1COCOC1,C[CH]COCC,9,0,3,False,11,0,0,Atlas,True,,autotst,gauss_trsh_cleanup,207338.0
rmg_rxn_177,Atlas,[CH2]CN=O,CCCC,6,1,1,False,5,1,0,Atlas,True,,heuristics,gauss_trsh_cleanup,18507.0
rmg_rxn_544,Atlas,CCC[O],CSCC,6,0,1,False,6,0,0,Atlas,False,Could not determine likely TS conformer,,gauss_trsh_cleanup,108135.0
rmg_rxn_234,Atlas,[CH2]CSCC,CCCOCC,9,0,1,False,9,0,0,Atlas,True,,heuristics,gauss_trsh_cleanup,67292.0
rmg_rxn_1129,Atlas,[O],CN=O,1,1,2,False,1,1,0,Atlas,True,,heuristics,crest_nmd,6761.0
rmg_rxn_212,Atlas,CC=NO,C[CH]COCC,7,1,2,False,7,1,0,Atlas,True,,heuristics,gauss_trsh_cleanup,39702.0
rmg_rxn_1167,Atlas,[O],C#N,1,1,1,False,0,0,1,Atlas,False,Could not determine likely TS conformer,,crest_nmd,10052.0
rmg_rxn_273,Atlas,CC#CC,C[CH]OCCC,9,0,1,False,7,0,1,Atlas,True,,heuristics,gauss_trsh_cleanup,44227.0
rmg_rxn_605,Atlas,CN=O,CC[N],3,2,1,False,3,1,0,Atlas,True,,heuristics,gauss_trsh_cleanup,16686.0
rmg_rxn_23,Atlas,CC[NH],C[CH]CC,6,1,0,False,5,0,0,Atlas,True,,heuristics,gauss_trsh_cleanup,33922.0
rmg_rxn_303,Atlas,CCC[O],C1COCOC1,7,0,3,False,9,0,0,Atlas,True,,heuristics,gauss_trsh_cleanup,267478.0
rmg_rxn_528,Atlas,CSCC,[CH]1OCCCO1,7,0,2,False,9,0,0,Atlas,True,,heuristics,gauss_trsh_cleanup,26300.0
rmg_rxn_1042,Atlas,[SH],[N-]=[NH2+],0,2,0,False,0,1,0,Atlas,False,Could not determine likely TS conformer,,crest_nmd,8285.0
rmg_rxn_382,Atlas,CC[O],CCSCC,6,0,1,False,6,0,0,Atlas,True,"Reactant or Product did not converge, but TS did",heuristics,gauss_trsh_cleanup,32426.0
rmg_rxn_290,Atlas,C[CH]COCC,CCCOCC,10,0,2,False,10,0,0,Atlas,True,,heuristics,gauss_trsh_cleanup,96523.0
rmg_rxn_1203,Atlas,ON=O,[CH2]CN=O,2,2,3,False,3,2,0,Atlas,False,No conformer was found to be isomorphic with the 2D graph representation,,crest_nmd,241014.0
rmg_rxn_754,Atlas,[C]#N,[CH2]CC,4,1,0,False,2,0,1,Atlas,False,Could not determine likely TS conformer,,crest,10365.0
rmg_rxn_274,Atlas,CCS,C[CH]OCCC,7,0,1,False,7,0,0,Atlas,False,Could not determine likely TS conformer,,gauss_trsh_cleanup,211867.0
rmg_rxn_1036,Atlas,[N-]=[NH2+],C[CH]OCCC,5,2,1,False,5,1,0,Atlas,False,Could not determine likely TS conformer,,crest,85069.0
rmg_rxn_424,Atlas,[O][O],C=CC,3,0,2,False,2,1,0,Atlas,False,Could not determine likely TS conformer,,gauss_trsh_cleanup,35958.0
rmg_rxn_531,Atlas,CSCC,[CH2]CSCC,7,0,0,False,7,0,0,Atlas,True,,heuristics,gauss_trsh_cleanup,35453.0
rmg_rxn_520,Atlas,CSCC,[CH2]CCC,7,0,0,False,6,0,0,Atlas,True,,heuristics,gauss_trsh_cleanup,16126.0
rmg_rxn_1060,Atlas,[O][O],[N-]=[NH2+],0,2,2,False,1,1,0,Atlas,False,Could not determine likely TS conformer,,crest_nmd,15913.0
rmg_rxn_742,Atlas,[C]#N,C1COCOC1,5,1,2,False,6,0,1,Atlas,False,Could not determine likely TS conformer,,crest,35653.0
rmg_rxn_376,Atlas,CC[O],CCCOCC,7,0,2,False,7,0,0,Atlas,True,"Reactant or Product did not converge, but TS did",heuristics,gauss_trsh_cleanup,118066.0
rmg_rxn_1152,Atlas,[O],CCCOCC,5,0,2,False,5,0,0,Atlas,True,,heuristics,crest_nmd,26006.0
rmg_rxn_513,Atlas,[CH]=CC,CCC,6,0,0,False,3,1,0,Atlas,True,"Reactant or Product did not converge, but TS did",heuristics,gauss_trsh_cleanup,8608.0
rmg_rxn_1043,Atlas,[N-]=[NH2+],CCS[CH]C,4,2,0,False,4,1,0,Atlas,False,Could not determine likely TS conformer,,crest_nmd,360959.0
rmg_rxn_1191,Atlas,ON=O,[CH2]CCC,4,1,2,False,4,1,0,Atlas,False,No conformer was found to be isomorphic with the 2D graph representation,,crest_nmd,564804.0
rmg_rxn_380,Atlas,S,CC[O],2,0,1,False,2,0,0,Atlas,False,No conformer was found to be isomorphic with the 2D graph representation,,gauss_trsh_cleanup,10411.0
rmg_rxn_77,Atlas,[SH],[NH]N,0,2,0,False,1,0,0,Atlas,False,Could not determine likely TS conformer,,gauss_trsh_cleanup,3093.0
rmg_rxn_1125,Atlas,[OH],[CH]CC,3,0,1,False,2,0,0,Atlas,False,Could not determine likely TS conformer,,crest_nmd,81709.0
rmg_rxn_14,Atlas,CCS,[CH]CC,5,0,0,False,4,0,0,Atlas,True,"Reactant or Product did not converge, but TS did",heuristics,gauss_trsh_cleanup,31113.0
rmg_rxn_1195,Atlas,[SH],ON=O,0,1,2,False,1,1,0,Atlas,False,No conformer was found to be isomorphic with the 2D graph representation,,crest_nmd,8917.0
rmg_rxn_639,Atlas,CC#CC,[CH2]COCC,8,0,1,False,6,0,1,Atlas,False,Could not determine likely TS conformer,,crest,75483.0
rmg_rxn_410,Atlas,[O]O,[CH2]CSCC,4,0,2,False,5,0,0,Atlas,False,Could not determine likely TS conformer,,gauss_trsh_cleanup,74521.0
rmg_rxn_82,Atlas,[SH],CCN=O,2,1,1,False,2,1,0,Atlas,False,Could not determine likely TS conformer,,gauss_trsh_cleanup,41428.0
rmg_rxn_336,Atlas,[CH2]CN=O,CCCOCC,7,1,2,False,7,1,0,Atlas,True,,heuristics,gauss_trsh_cleanup,50746.0
rmg_rxn_1063,Atlas,[N-]=[NH2+],[CH2]CC,3,2,0,False,2,1,0,Atlas,False,Could not determine likely TS conformer,,crest_nmd,86589.0
rmg_rxn_50,Atlas,CC=N[O],CC#CC,6,1,1,False,4,1,1,Atlas,True,,heuristics,gauss_trsh_cleanup,25815.0
rmg_rxn_669,Atlas,[CH2]CSCC,CCCOC,8,0,1,False,8,0,0,Atlas,True,,heuristics,crest,84749.0
rmg_rxn_1054,Atlas,[N-]=[NH2+],CC[S],2,2,0,False,2,1,0,Atlas,True,,heuristics,crest_nmd,158699.0
rmg_rxn_1154,Atlas,[O],CCN=O,2,1,2,False,2,1,0,Atlas,True,,heuristics,crest_nmd,16012.0
rmg_rxn_275,Atlas,CC=NO,C[CH]OCCC,7,1,2,False,7,1,0,Atlas,True,,heuristics,gauss_trsh_cleanup,152440.0
rmg_rxn_45,Atlas,CC=NO,C[CH]CC,6,1,1,False,5,1,0,Atlas,True,,heuristics,gauss_trsh_cleanup,21718.0
rmg_rxn_252,Atlas,CCS,[CH]1CCOCO1,6,0,2,False,8,0,0,Atlas,True,,heuristics,gauss_trsh_cleanup,187752.0
rmg_rxn_633,Atlas,[CH2]COCC,CCSCC,8,0,1,False,8,0,0,Atlas,True,,heuristics,gauss_trsh_cleanup,36157.0
rmg_rxn_1046,Atlas,[N-]=[NH2+],[CH2]CN=O,2,3,1,False,2,2,0,Atlas,False,Could not determine likely TS conformer,,crest_nmd,65743.0
rmg_rxn_1156,Atlas,[O],CCCOCC,5,0,2,False,5,0,0,Atlas,True,,autotst,crest_nmd,92744.0
rmg_rxn_17,Atlas,CC[NH],[CH2]CSCC,6,1,0,False,6,0,0,Atlas,False,Could not determine likely TS conformer,,gauss_trsh_cleanup,63407.0
rmg_rxn_390,Atlas,[NH]N,CC[O],2,2,1,False,3,0,0,Atlas,True,"Reactant or Product did not converge, but TS did",heuristics,gauss_trsh_cleanup,23338.0
rmg_rxn_1151,Atlas,[O],[N-]=[N+](O)C,1,2,2,False,2,1,0,Atlas,False,Could not determine likely TS conformer,,crest_nmd,15969.0
rmg_rxn_665,Atlas,C1COCOC1,[CH2]OCCC,8,0,3,False,10,0,0,Atlas,True,,heuristics,crest,93424.0
rmg_rxn_372,Atlas,CC[O],CCCOCC,7,0,2,False,7,0,0,Atlas,False,No conformer was found to be isomorphic with the 2D graph representation,,gauss_trsh_cleanup,43576.0
rmg_rxn_367,Atlas,CC=NO,[CH]=CC,5,1,1,False,3,2,0,Atlas,False,Could not determine likely TS conformer,,gauss_trsh_cleanup,28223.0
rmg_rxn_758,Atlas,[C]#N,CCCO,4,1,1,False,3,0,1,Atlas,False,Could not determine likely TS conformer,,crest,32014.0
rmg_rxn_514,Atlas,CC[O],CCC,5,0,1,False,4,0,0,Atlas,False,No conformer was found to be isomorphic with the 2D graph representation,,gauss_trsh_cleanup,11056.0
rmg_rxn_240,Atlas,CC#N,[CH2]CCOCC,7,1,1,False,6,0,1,Atlas,True,,heuristics,gauss_trsh_cleanup,21525.0
rmg_rxn_296,Atlas,CCC[O],CC#CC,7,0,1,False,5,0,1,Atlas,True,,heuristics,gauss_trsh_cleanup,92920.0
rmg_rxn_218,Atlas,CCSCC,C[CH]COCC,9,0,1,False,9,0,0,Atlas,True,,heuristics,gauss_trsh_cleanup,45690.0
rmg_rxn_94,Atlas,CC#N,CC=N[O],4,2,1,False,3,1,1,Atlas,True,,heuristics,gauss_trsh_cleanup,20181.0
rmg_rxn_1209,Atlas,ON=O,[CH2]COCC,4,1,3,False,5,1,0,Atlas,False,Could not determine likely TS conformer,,debug_statement,40798.0
rmg_rxn_507,Atlas,[NH]N,[CH2]CC,3,2,0,False,3,0,0,Atlas,True,"Reactant or Product did not converge, but TS did",heuristics,gauss_trsh_cleanup,8270.0
rmg_rxn_3,Atlas,[CH]CC,CC#CC,7,0,0,False,4,0,1,Atlas,True,"Reactant or Product did not converge, but TS did",heuristics,gauss_trsh_cleanup,24048.0
rmg_rxn_1198,Atlas,ON=O,[O-][N+](=N)[CH2],1,3,3,False,3,2,0,Atlas,False,No conformer was found to be isomorphic with the 2D graph representation,,crest_nmd,381039.0
rmg_rxn_31,Atlas,CC#CC,[CH2]CCC,8,0,0,False,5,0,1,Atlas,True,,heuristics,gauss_trsh_cleanup,22192.0
rmg_rxn_586,Atlas,CN=O,C[CH]CC,5,1,1,False,4,1,0,Atlas,True,,heuristics,gauss_trsh_cleanup,23351.0
rmg_rxn_634,Atlas,CCN=O,[CH2]COCC,6,1,2,False,6,1,0,Atlas,True,,heuristics,gauss_trsh_cleanup,71024.0
rmg_rxn_59,Atlas,CCS,CCS[CH]C,6,0,0,False,6,0,0,Atlas,True,,heuristics,gauss_trsh_cleanup,249236.0
rmg_rxn_297,Atlas,CCS,CCC[O],5,0,1,False,5,0,0,Atlas,False,Could not determine likely TS conformer,,gauss_trsh_cleanup,101515.0
rmg_rxn_320,Atlas,CC[NH],CC[CH]OCC,7,1,1,False,7,0,0,Atlas,True,,heuristics,gauss_trsh_cleanup,154127.0
rmg_rxn_43,Atlas,C1COCOC1,C[CH]CC,8,0,2,False,9,0,0,Atlas,True,,heuristics,gauss_trsh_cleanup,26876.0
rmg_rxn_350,Atlas,[CH]=CC,C1COCOC1,7,0,2,False,7,1,0,Atlas,True,,heuristics,gauss_trsh_cleanup,35319.0
rmg_rxn_1204,Atlas,ON=O,[CH]1COCOC1,4,1,4,False,7,1,0,Atlas,False,Could not determine likely TS conformer,,crest_nmd,806691.0
rmg_rxn_22,Atlas,[NH]N,C[CH]CC,4,2,0,False,4,0,0,Atlas,True,,heuristics,gauss_trsh_cleanup,15236.0
rmg_rxn_375,Atlas,CC[O],CCCOCC,7,0,2,False,7,0,0,Atlas,False,No conformer was found to be isomorphic with the 2D graph representation,,gauss_trsh_cleanup,179747.0
rmg_rxn_1357,Atlas,[C]#N,COCCC=O,5,1,2,False,4,1,1,Atlas,False,Could not determine likely TS conformer,,(HEAD detached at 7b8e561d),73214.0
rmg_rxn_733,Atlas,[C]#N,CCCC,5,1,0,False,3,0,1,Atlas,False,Could not determine likely TS conformer,,crest,29660.0
rmg_rxn_666,Atlas,[CH]1OCCCO1,CCCOC,8,0,3,False,10,0,0,Atlas,True,,heuristics,crest,106641.0
rmg_rxn_1201,Atlas,ON=O,[CH2]COCCC,5,1,3,False,6,1,0,Atlas,False,No conformer was found to be isomorphic with the 2D graph representation,,crest_nmd,985321.0
rmg_rxn_176,Atlas,CCN=O,[CH2]CSCC,6,1,1,False,6,1,0,Atlas,True,,heuristics,gauss_trsh_cleanup,38676.0
rmg_rxn_301,Atlas,CCC[O],CCCC,7,0,1,False,6,0,0,Atlas,True,,heuristics,gauss_trsh_cleanup,19132.0
rmg_rxn_37,Atlas,[NH]N,[CH]1OCCCO1,4,2,2,False,7,0,0,Atlas,True,,heuristics,gauss_trsh_cleanup,54691.0
rmg_rxn_340,Atlas,C1COCOC1,CC[CH]OCC,9,0,3,False,11,0,0,Atlas,True,,heuristics,gauss_trsh_cleanup,65120.0
rmg_rxn_345,Atlas,[CH]=CC,CCCOCC,8,0,1,False,6,1,0,Atlas,True,,heuristics,gauss_trsh_cleanup,21214.0
rmg_rxn_354,Atlas,C=CC,CCS[CH]C,7,0,0,False,5,1,0,Atlas,True,,heuristics,gauss_trsh_cleanup,29946.0
rmg_rxn_192,Atlas,CCS,[CH]1COCOC1,6,0,2,False,8,0,0,Atlas,True,,heuristics,gauss_trsh_cleanup,51274.0
rmg_rxn_337,Atlas,[CH]1COCOC1,CCCOCC,9,0,3,False,11,0,0,Atlas,True,,heuristics,gauss_trsh_cleanup,47165.0
rmg_rxn_769,Atlas,[C]#N,CCCOC,5,1,1,False,4,0,1,Atlas,False,Could not determine likely TS conformer,,crest,29059.0
